filename,acne,dark circle,darkspot,dry,normal skin,oily,pores,skin redness,wrinkle
Image_20_jpg.rf.519c84bb2e5d2741ccabbee4d2fdcd2f.jpg,1,0,0,0,0,0,0,0,0
Image_119_jpg.rf.d8b515c6a05be0cfff74fb544d1be603.jpg,0,1,0,0,0,0,0,0,0
Image_102_jpg.rf.b4bc2f4d9b26e85f490731a284152eb9.jpg,0,0,1,0,0,0,0,0,0
image_jpg.rf.7059113a156c565deb8262c1466d2273.jpg,0,0,0,0,0,0,0,1,0
Image_35_jpg.rf.03d8e9edf9dc5dc3f91228678e94af5a.jpg,1,0,0,0,0,0,0,0,0
berminyak__-35-_jpg.rf.5f371155e996a497188f5799f5b24268.jpg,0,0,0,1,0,0,0,0,0
dry-231-_jpg.rf.dca51b40f51a097dd2583ef4293d988d.jpg,1,0,0,0,0,0,1,0,0
Image_1_jpg.rf.9d1cc451da35484100b71efe342f830a.jpg,0,0,1,0,0,0,0,0,0
Image_9_jpg.rf.4538f40d01e18a2bb1036490d3ef5e81.jpg,1,0,0,0,0,0,0,0,0
berminyak__-37-_jpg.rf.258c45c3b77a95d98fb9563c6a897570.jpg,0,0,0,1,0,0,0,0,0
berminyak__-4-_jpg.rf.f1928e73ec5fc43d5f433c1e04984c21.jpg,0,0,0,1,0,0,0,0,0
Image_123_jpg.rf.1627524a01e14eb8cd7e2c957146e9f2.jpg,1,0,0,0,0,0,0,0,0
Image_1_jpg.rf.9c60108cb5e01ffd2be1de4437750457.jpg,1,0,0,0,0,0,0,0,0
Image_20_jpg.rf.b585a0bec14dead909ae369e1e09a3ad.jpg,0,0,1,0,0,0,0,0,0
da-mat-bi-rat-khong-ro-nguyen-nhan-1_jpg.rf.122735453925fe7b48daea0a292a6b46.jpg,0,0,0,0,0,0,0,1,0
da-mat-bi-do-rat-va-ngua-600x400_jpg.rf.8d1d5d4639dc9b5085c14c11de1b6880.jpg,0,0,0,0,0,0,0,1,0
Image_103_jpg.rf.7cc26a6952d3f7ddac5ed966ad48261b.jpg,0,0,1,0,0,0,0,0,0
dry-243-_jpg.rf.b76f24ed6e1bb3fe8cbe1376a507b59b.jpg,0,0,0,1,0,0,0,0,0
Image_65_png_jpg.rf.a221ad3d1ca48ce1a398b808ec96a254.jpg,1,0,0,0,0,0,0,0,0
Image_14_jpg.rf.e0823d7e6b469546d01fa388bb1de28f.jpg,0,0,1,0,0,0,0,0,0
Image_13_jpg.rf.c111271b9e15154027094ff2d1d9e1a7.jpg,1,0,0,0,0,0,0,0,0
Image_58_jpeg_jpg.rf.490b8c635d196e7d234a2823cf4031cc.jpg,1,0,0,0,0,0,0,0,0
Image_111_jpg.rf.20961c4664bbfffc1cd4f8a942febf26.jpg,0,0,1,0,0,0,0,0,0
Image_10_jpg.rf.5247ee414589860b093c10aefe0882b0.jpg,1,0,0,0,0,0,0,0,0
Image_60-1-_jpg.rf.539bb102c3d7e6e9b8c6605d6d69f0be.jpg,1,0,0,0,0,0,0,0,0
Image_58_jpg.rf.81f13987ed2dc8223f4a4f052c0c842e.jpg,0,1,0,0,0,0,0,0,0
Image_57_jpg.rf.dddfcd13ce4cedf826eb8879f3c5571b.jpg,1,0,0,0,0,0,0,0,0
Image_22_jpeg_jpg.rf.564aea5b007354e13cacbfb524e85597.jpg,0,0,1,0,0,0,0,0,0
Image_21_jpg.rf.9393dfcddebc16af690b7df2e7028c32.jpg,0,0,1,0,0,0,0,0,0
Image_39_jpeg_jpg.rf.f20b3bc4b18fd07ee9ce8bb8fd6921d4.jpg,0,0,0,0,0,1,0,0,0
Image_36_jpg.rf.2beac02ec0aa8d6969a713bcd4d53afc.jpg,0,0,0,0,0,1,0,0,0
Image_146_jpg.rf.470a82a2adf2143a3d0ea60f74bd74be.jpg,0,1,0,0,0,0,0,0,0
Berminyak88_jpg.rf.20d363324481b2bf1567f5cfd3736c9f.jpg,0,0,0,1,0,0,0,0,0
Image_38_jpg.rf.f91ae7c4e6d2900495a67811e6cdacdd.jpg,1,0,0,0,0,0,0,0,0
istockphoto-1214062242-170667a_jpg.rf.73b4f6672404de5b13623f6693b6b834.jpg,0,0,0,0,0,0,0,1,0
Image_49_jpg.rf.3d513fee221d92bde93c746152110b05.jpg,0,0,0,1,0,0,0,0,0
Image_23_jpg.rf.a9e2966a2855e00a25eb2755a9cea724.jpg,1,0,0,0,0,0,0,0,0
IMG_6807_JPG_jpg.rf.961cc87b5b9a9709cff7e78d97ef3b4a.jpg,0,0,0,0,0,1,0,0,0
istockphoto-527033884-612x612_jpg.rf.cf2a54d0fbaeab9b0a18f34614c6d1c8.jpg,0,1,0,0,0,0,0,0,0
Image_38_jpg.rf.5c8493489926b0c68fbb09a9bab4ccf2.jpg,0,0,0,0,0,1,0,0,0
Image_145_png_jpg.rf.9dcbd9caa7715b6fad0e8ecdae4f541a.jpg,0,0,0,1,0,0,0,0,0
Image_148_jpg.rf.66918af87e0f68ed385722d990108873.jpg,0,0,1,0,0,0,0,0,0
Image_2_jpg.rf.7a8c1792531c71599143dcbe483a9f30.jpg,1,0,0,0,0,0,0,0,0
Img_82_jpg.rf.bc7cd2040ba141cef7c1582521219fea.jpg,0,1,0,0,0,0,0,0,0
dry-236-_jpg.rf.511f66c116acebc3cee0b29279b57342.jpg,0,0,0,1,0,0,0,0,0
Image_140_jpg.rf.d9a074a80701cd9c75f117498589286c.jpg,0,0,0,1,0,0,0,0,0
dry-skin_13_jpeg_jpg.rf.6767bcbbecd981e2ed17bd4a9172eead.jpg,0,0,0,1,0,0,0,0,0
dry-233-_jpg.rf.8b6687d03c37fc4c6c360683d5e8af9d.jpg,0,0,0,0,0,0,1,0,0
Image_40_jpg.rf.3b4e26197e63c26a8c570af784924fdf.jpg,0,1,0,0,0,0,0,0,0
Image_68_jpg.rf.99d52088788bb35f0c236d4a1f42f8a2.jpg,0,0,0,0,0,1,0,0,0
Image_99_jpg.rf.56f2005776727258e458788f8bbb1650.jpg,0,0,1,0,0,0,0,0,0
Image_46_jpg.rf.c0ecf46ccc901a8de11440dc6edabb53.jpg,1,0,0,0,0,0,0,0,0
Image_5_jpg.rf.43231e01398e8be804b4aa94d5f7d6a4.jpg,0,1,0,0,0,0,0,0,0
Image_108_jpg.rf.fd315eeaa68010f000f3c01b9747bf55.jpg,0,0,1,0,0,0,0,0,0
Image_147_jpg.rf.b5a3120acb1f709f67db82db1b90dd37.jpg,0,0,0,0,0,1,0,0,0
kering-29-_jpg.rf.63930c19ac5ae32dc36ece8457db4770.jpg,0,0,0,1,0,0,0,0,0
Image_46_jpg.rf.17485aa79b42a0ef3929ca638fc923ef.jpg,0,0,1,0,0,0,0,0,0
Image_60_jpg.rf.765dcce1a91657ed6a4e7c3b5064d584.jpg,0,0,0,1,0,0,0,0,0
Image_13_jpg.rf.f87d56d6bdb76fa597b65e277c7035d4.jpg,1,0,0,0,0,0,0,0,0
Image_58_jpg.rf.08162cf3b5fa8934e5ee0655563dad11.jpg,1,0,0,0,0,0,0,0,0
Image_61-1-_jpg.rf.14fbbafa121c0e3d5596fa5182b70922.jpg,1,0,0,0,0,0,0,0,0
Image_98_jpg.rf.04d2cfc0f843350954dda56d01cd5e94.jpg,0,0,0,0,0,1,0,0,0
Kering-3-_jpeg_jpg.rf.e3c15451bf45267e5e8abfe67c3bebe5.jpg,0,0,0,1,0,0,0,0,0
Image_145_jpg.rf.c751139eff42b0c87081550a0da6a3c5.jpg,1,0,0,0,0,0,0,0,0
Image_110_jpg.rf.4ebceaf6a44845a7b0979d23566d8b85.jpg,0,0,0,0,0,1,0,0,0
Image_125_png_jpg.rf.895a53ae35ec63151935f06a65439065.jpg,1,0,0,0,0,0,0,0,0
Image_46_jpg.rf.0886eb124813a0e37f2f17ce7fd53abd.jpg,1,0,0,0,0,0,0,0,0
Image_36_jpg.rf.b6033322c2699b7ce1949f1e39f04949.jpg,0,1,0,0,0,0,0,0,0
Image_59_jpg.rf.dcbd158a757a949f6965fd718acd0d91.jpg,0,0,1,0,0,0,0,0,0
Image_49-1-_jpg.rf.9792494e22759ec33a2305a4177efc7e.jpg,1,0,0,0,0,0,0,0,0
Image_49_jpg.rf.a0fd16cc1fef3260fa76d3197fdedd3c.jpg,0,1,0,0,0,0,0,0,0
Image_98_jpeg_jpg.rf.66a04131b52e78decb54cf0d51cc60e0.jpg,0,1,0,0,0,0,0,0,0
Image_60_jpg.rf.7ea3c37d8a9c94a6cdfb052245d46d29.jpg,1,0,0,0,0,0,0,0,0
Image_5_png_jpg.rf.06369c689285c9ce4c7765b58854bd3c.jpg,1,0,0,0,0,0,0,0,0
Kering-17-_JPG_jpg.rf.e5004823cb2493a7aa369a4b0e7f5cb2.jpg,0,0,0,1,0,0,0,0,0
Image_99_jpg.rf.744320768a5249d1cc1f50d40d3b5366.jpg,0,1,0,0,0,0,0,0,0
Image_3_jpg.rf.bb2c2df4dc5772be2449f449eeab7182.jpg,1,0,0,0,0,0,0,0,0
Image_61_jpg.rf.c88776ee1a85da0524f56a4ef0d327b5.jpg,1,0,0,0,0,0,0,0,0
kering-47-_jpg.rf.7bfd7564c8b423d3404943cdff52e75b.jpg,0,0,0,1,0,0,0,0,0
Kering-29-_jpg.rf.5898a73ca316a9332132e59c0b7a442f.jpg,0,0,0,1,0,0,0,0,0
Image_82_jpg.rf.2ac614788d3ea93ba0481375235c8502.jpg,0,0,0,0,0,1,0,0,0
Image_130_jpg.rf.d0b5b7d3272993cbfcde09be1452a517.jpg,0,1,0,0,0,0,0,0,0
Image_134_jpg.rf.47078e274b96f52c3649e0217829753c.jpg,1,0,0,0,0,0,0,0,0
Image_54_jpg.rf.84e1fcd0b9be3938bea7a7cbc2b81b56.jpg,1,0,0,0,0,0,0,0,0
Image_5_jpg.rf.cdf7d6d086bbbcb3ebfbebba7d0ae079.jpg,1,0,0,0,0,0,0,0,0
Image_33_jpg.rf.fcd948de3c48f215662b4b86f426a913.jpg,0,1,0,0,0,0,0,0,0
Image_53_jpg.rf.d4e78b9d87f4fe42005d528206e049e1.jpg,0,0,0,0,0,1,0,0,0
kering-30-_jpg.rf.54a0bd81b5d121bedc8dfce1339e031c.jpg,0,0,0,1,0,0,0,0,0
Image_81_jpg.rf.a6c4b46280b8998c3f601f4a9473d7b3.jpg,0,0,0,0,0,1,0,0,0
kering-49-_jpg.rf.fca424560942c9ce5454c4429b51926a.jpg,0,0,0,1,0,0,0,0,0
Image_148_jpg.rf.94c200b6ee058397aeab7cefd2bce5a8.jpg,0,1,0,0,0,0,0,0,0
dry-skin_118_jpeg_jpg.rf.d542c3c361f41a8f395c140d233fd2ab.jpg,0,0,0,1,0,0,0,0,0
Image_69_jpg.rf.ad7af1abe02d49a48309effe81c64da5.jpg,1,0,0,0,0,0,0,0,0
Image_50_jpg.rf.f1b570ad9ba2f5137be853514ff1320a.jpg,1,0,0,0,0,0,0,0,0
Kering-46-_jpg.rf.f0886738342d79588ddfb6c27a176792.jpg,0,0,0,1,0,0,0,0,0
Image_39_jpg.rf.36755c66915d3774db8a651dc54179ac.jpg,0,0,1,0,0,0,0,0,0
Image_128_jpg.rf.ab5cb88d39b70c12ee0f46765b3acd0d.jpg,1,0,0,0,0,0,0,0,0
Image_64_jpg.rf.8b3a3740b67edd4d498a46782d63d396.jpg,1,0,0,0,0,0,0,0,0
Image_4_jpg.rf.7a0a6a7163ef9d3261b24dd3d75fd510.jpg,1,0,0,0,0,0,0,0,0
Image_4_jpg.rf.b291d0bd16ed936f5e222482b5b2c777.jpg,0,0,0,1,0,0,0,0,0
Image_137_jpg.rf.99aed47c7656c8222a2b9980c11bcf20.jpg,1,0,0,0,0,0,0,0,0
Kering-31-_jpeg_jpg.rf.e068ff0cef19b7652ffe149bdce6c431.jpg,0,0,0,1,0,0,0,0,0
kering-6-_jpg.rf.9dd9ab5dbabbde07e336939a067715c3.jpg,0,0,0,0,0,1,0,0,0
kering-3-_jpg.rf.9b7cea32bcc80c2121c0d06a5d9bd4f0.jpg,0,0,0,0,0,1,0,0,0
kering-59-_jpg.rf.58ea95563fa119878e0ef1b9f9e3405e.jpg,0,0,0,1,0,0,0,0,0
Kering-29-_jpeg_jpg.rf.d2df738adf453e1d4326e135bbf8c590.jpg,0,0,0,1,0,0,0,0,0
Image_38_jpg.rf.775b0a51c5bed92cb3bc15fc6cf639ea.jpg,1,0,0,0,0,0,0,0,0
Image_83_jpg.rf.2f59ef41e9ec944ee83f80ea2158b519.jpg,1,0,0,0,0,0,0,0,0
kering-18-_jpg.rf.af0a52786858664e81798a3e8451d726.jpg,0,0,0,1,0,0,0,0,0
Image_40_png_jpg.rf.d0e9a28c70c85ab652b8f7b48b2c3f97.jpg,0,0,1,0,0,0,0,0,0
Kering-18-_jpeg_jpg.rf.9cca510bcf7cfde65da111005057a2fa.jpg,0,0,0,1,0,0,0,0,0
kering-18-_jpg.rf.75cb0187a4223ce1aef2307897d46f21.jpg,0,0,0,1,0,0,0,0,0
Image_131_jpeg_jpg.rf.56f5c06858d55484457b2ba8ebff525f.jpg,1,0,0,0,0,0,0,0,0
kering-19-_jpg.rf.0c464dd2d32f4681bc57b21548f4045c.jpg,0,0,0,1,0,0,0,0,0
Image_70_jpg.rf.275a7839b0b52090676767638a8bcd04.jpg,1,0,0,0,0,0,0,0,0
Image_84_jpg.rf.8c3446c3272a84afa04616a1f4be882b.jpg,1,0,0,0,0,0,0,0,0
Kering-31-_jpg.rf.37326559456f5f86d3c9fcba9d89300e.jpg,0,0,0,1,0,0,0,0,0
Image_81_jpg.rf.94e04cfa008cece07729926101e115ca.jpg,1,0,0,0,0,0,0,0,0
Image_51_jpg.rf.4f9a4530920bef8468ecbe2a40458293.jpg,1,0,0,0,0,0,0,0,0
kering-17-_jpg.rf.c6accbdc2e0dcdbeff171b44af40f75c.jpg,0,0,0,1,0,0,0,0,0
Image_4_jpg.rf.beb79a5a8ecf6008a545bea19cb67933.jpg,1,0,0,0,0,0,0,0,0
Kering-17-_jpeg_jpg.rf.e6f5f598054dfca33255fc40c5acd45e.jpg,0,0,0,1,0,0,0,0,0
Image_41_jpg.rf.c4d226d94057eb424f6c9b80b0c22d37.jpg,1,0,0,0,0,0,0,0,0
Image_131_png_jpg.rf.73eb08f8993f9deb2de93ffacf0338ca.jpg,0,0,0,1,0,0,0,0,0
Image_44_jpg.rf.7f2ad1e17c8674253e68a41d60a0fbe6.jpg,1,0,0,0,0,0,0,0,0
kering-3-_jpg.rf.8017b32c01ec24ddd59c7760feb3241c.jpg,0,0,0,1,0,0,0,0,0
Image_82_jpg.rf.520f08ea8e7ba00d5dc6d21221dc184c.jpg,1,0,0,0,0,0,0,0,0
kering-32-_jpg.rf.cdde35157aac27d69bba0b142f69aaee.jpg,0,0,0,1,0,0,0,0,0
kering-30-_jpg.rf.e133e951d9ebca150a049307a9de36b4.jpg,0,0,0,1,0,0,0,0,0
Image_131_jpg.rf.96406386ba66edf44e68020843509681.jpg,0,0,0,0,0,1,0,0,0
kering-49-_jpg.rf.92a52300eb6ea75a5fa94bb8b0a92f02.jpg,0,0,0,1,0,0,0,0,0
Kering-12-_jpeg_jpg.rf.b7620d4a7b8b48e35151e28233ad4813.jpg,0,0,0,1,0,0,0,0,0
Image_56_jpg.rf.09e5dec4d8e331fbabf0c5d35362e2b1.jpg,0,0,1,0,0,0,0,0,0
Image_137_jpg.rf.37264c1ada5d4830e5f67db8d83fe569.jpg,0,0,0,1,0,0,0,0,0
kering-45-_jpg.rf.c24055f51c3b2f7dd18e76d51cd58851.jpg,0,0,0,1,0,0,0,0,0
kering-45-_JPG_jpg.rf.33dcff3102fde0896d677795819947ce.jpg,0,0,0,0,0,1,0,0,0
kering-29-_jpg.rf.59af47f7d70d7d15b2f88fd051a7199f.jpg,0,0,0,1,0,0,0,0,0
kering-45-_jpg.rf.e8f9a9d7fe40f833698b5f90e6a1d555.jpg,0,0,0,1,0,0,0,0,0
kering-6-_jpg.rf.7af474293bf786131ad712083c629977.jpg,0,0,0,1,0,0,0,0,0
Kering-6-_jpeg_jpg.rf.9aa139df2f742bb30570aa9f2b78ac72.jpg,0,0,0,1,0,0,0,0,0
Kering-19-_jpeg_jpg.rf.bdeff758c0af2e0585633fe261237db6.jpg,0,0,0,1,0,0,0,0,0
Image_136_jpg.rf.6fd0acd024e7920735ab36fc7b6b653a.jpg,0,0,0,0,0,1,0,0,0
kering-46-_jpg.rf.d2622942b0991b0d957f66e8cfb3fd3e.jpg,0,0,0,1,0,0,0,0,0
Image_84_jpg.rf.ed72ce959f9bf254502264a8e441879b.jpg,1,0,0,0,0,0,0,0,0
Kering-6-_JPG_jpg.rf.3a8fa6d5c08e91642d6b9e808d13db78.jpg,0,0,0,1,0,0,0,0,0
Image_86_png_jpg.rf.9c589720e8fdc39b91a9734f36c513f3.jpg,0,1,0,0,0,0,0,0,0
kering-31-_jpg.rf.909bc8390c93f5bd87815d6fea1191d6.jpg,0,0,0,1,0,0,0,0,0
Kering-25-_jpeg_jpg.rf.af32afdd3336bbafac57c7ad6161e124.jpg,0,0,0,1,0,0,0,0,0
Kering-32-_jpeg_jpg.rf.c181abf7e4c0a86fb2426fae22aa38bb.jpg,0,0,0,1,0,0,0,0,0
Image_72_jpg.rf.4ec2a04943fa2548d1be9ca7eeb77bbb.jpg,1,0,0,0,0,0,0,0,0
Kering-12-_JPG_jpg.rf.81834d39026bea268294aaddf2b12677.jpg,0,0,0,1,0,0,0,0,0
Kering-53-_jpg.rf.92012b12627d0978d7b5b938ff6100ce.jpg,0,0,0,1,0,0,0,0,0
Image_51_jpg.rf.506c9fee2de9934a70f124a496950c29.jpg,0,0,0,0,0,1,0,0,0
Kering-5-_jpeg_jpg.rf.16a9be49259b234b15b22107470eb172.jpg,0,0,0,1,0,0,0,0,0
Image_71_jpg.rf.6304bfbf4f0e24b077f1747c03f0603a.jpg,0,1,0,0,0,0,0,0,0
Image_94_jpg.rf.af71d852ba2d746157478b4b3fd9ff52.jpg,0,0,1,0,0,0,0,0,0
Image_42_jpg.rf.621dc260ce4afc7b9abd15ec7750c41c.jpg,0,0,0,1,0,0,0,0,0
kering-56-_jpg.rf.df03cb83df6239d66f807c2daac554fd.jpg,0,0,0,1,0,0,0,0,0
Image_74_jpg.rf.a2e5ff679f027fd351bdbd6baf641ba1.jpg,1,0,0,0,0,0,0,0,0
kering_-101-_jpg.rf.b2c3b3739069589f42c2a537d2432514.jpg,0,0,0,1,0,0,0,0,0
Kering-22-_jpg.rf.db397c346e517ee7a56cdcf15b308b97.jpg,0,0,0,1,0,0,0,0,0
Image_52_jpg.rf.57d7af22fdd993edc4386cbcdaffbbe4.jpg,0,1,0,0,0,0,0,0,0
Image_85_jpg.rf.508c9b8eb622450519a67a942bcfd425.jpg,1,0,0,0,0,0,0,0,0
Image_132_jpg.rf.c53266eb9eab252e087a583aa8fed0cd.jpg,0,1,0,0,0,0,0,0,0
Image_45_jpg.rf.5abd5ed644bd991e3dc2cb8f828eac71.jpg,0,1,0,0,0,0,0,0,0
Kering-24-_jpg.rf.7d8e9cfa7fb7794233a812d835f82d6d.jpg,0,0,0,1,0,0,0,0,0
Kering-25-_jpg.rf.b5821228b0464df4c929ea811cd724e0.jpg,0,0,0,1,0,0,0,0,0
Image_45_jpg.rf.8e7f7329ffdcbb3332e2c4c9852864f0.jpg,1,0,0,0,0,0,0,0,0
kering-24-_jpg.rf.46ddee638760928d1e431345373b8c78.jpg,0,0,0,1,0,0,0,0,0
